62a7575fd82ddf028517780c01fecf7e0cca27aa,"REL: Release 1.8.1
890ee94dd90769d303025e10d906f584088516d3,"Merge pull request #3102 from seberg/nditer-fix-op_axes-initialization

BUG: initialize op_axes when only itershape is given",numpy/core/src/multiarray/nditer_pywrap.c,numpy/core/tests/test_nditer.py
cabc07e185a0ffad5f8055760b385aa5cca85896,"MAINT: Make numpy/f2py/crackfortran docstring read better.

The copyright and short summary were moved to the top of the
docstring with the usage description below.
",numpy/f2py/crackfortran.py
6aa264c4bad9c89ccdd9ecd5a1cb5ef10643ec51,"2to3: Put `from __future__ import division in every python file.

This should be harmless, as we already are division clean. However,
placement of this import takes some care. In the future a script
can be used to append new features without worry, at least until
such time as it exceeds a single line. Having that ability will
make it easier to deal with absolute imports and printing updates.
",doc/cdoc/numpyfilter.py,doc/cython/run_test.py,doc/cython/setup.py,doc/example.py,doc/newdtype_example/example.py,doc/newdtype_example/floatint/__init__.py,doc/newdtype_example/setup.py,doc/numpybook/comparison/ctypes/filter.py,doc/numpybook/comparison/ctypes/interface.py,doc/numpybook/comparison/pyrex/setup.py,doc/numpybook/comparison/timing.py,doc/numpybook/comparison/weave/filter.py,doc/numpybook/comparison/weave/inline.py,doc/numpybook/runcode.py,doc/postprocess.py,doc/pyrex/run_test.py,doc/pyrex/setup.py,doc/source/conf.py,doc/sphinxext/numpydoc/comment_eater.py,doc/sphinxext/numpydoc/compiler_unparse.py,doc/sphinxext/numpydoc/docscrape.py,doc/sphinxext/numpydoc/docscrape_sphinx.py,doc/sphinxext/numpydoc/linkcode.py,doc/sphinxext/numpydoc/numpydoc.py,doc/sphinxext/numpydoc/phantom_import.py,doc/sphinxext/numpydoc/plot_directive.py,doc/sphinxext/numpydoc/tests/test_docscrape.py,doc/sphinxext/numpydoc/traitsdoc.py,doc/sphinxext/setup.py,doc/summarize.py,doc/swig/test/setup.py,doc/swig/test/testArray.py,doc/swig/test/testFarray.py,doc/swig/test/testFortran.py,doc/swig/test/testMatrix.py,doc/swig/test/testTensor.py,doc/swig/test/testVector.py,numpy/__init__.py,numpy/_import_tools.py,numpy/add_newdocs.py,numpy/build_utils/__init__.py,numpy/build_utils/common.py,numpy/build_utils/waf.py,numpy/compat/__init__.py,numpy/compat/_inspect.py,numpy/compat/py3k.py,numpy/compat/setup.py,numpy/core/__init__.py,numpy/core/_internal.py,numpy/core/_methods.py,numpy/core/arrayprint.py,numpy/core/code_generators/__init__.py,numpy/core/code_generators/cversions.py,numpy/core/code_generators/genapi.py,numpy/core/code_generators/generate_numpy_api.py,numpy/core/code_generators/generate_ufunc_api.py,numpy/core/code_generators/generate_umath.py,numpy/core/code_generators/numpy_api.py,numpy/core/code_generators/ufunc_docstrings.py,numpy/core/defchararray.py,numpy/core/fromnumeric.py,numpy/core/function_base.py,numpy/core/getlimits.py,numpy/core/info.py,numpy/core/machar.py,numpy/core/memmap.py,numpy/core/numeric.py,numpy/core/numerictypes.py,numpy/core/records.py,numpy/core/setup.py,numpy/core/setup_common.py,numpy/core/shape_base.py,numpy/core/src/multiarray/testcalcs.py,numpy/core/tests/test_api.py,numpy/core/tests/test_arrayprint.py,numpy/core/tests/test_blasdot.py,numpy/core/tests/test_datetime.py,numpy/core/tests/test_defchararray.py,numpy/core/tests/test_deprecations.py,numpy/core/tests/test_dtype.py,numpy/core/tests/test_einsum.py,numpy/core/tests/test_errstate.py,numpy/core/tests/test_function_base.py,numpy/core/tests/test_getlimits.py,numpy/core/tests/test_half.py,numpy/core/tests/test_indexerrors.py,numpy/core/tests/test_indexing.py,numpy/core/tests/test_item_selection.py,numpy/core/tests/test_machar.py,numpy/core/tests/test_memmap.py,numpy/core/tests/test_multiarray.py,numpy/core/tests/test_multiarray_assignment.py,numpy/core/tests/test_nditer.py,numpy/core/tests/test_numeric.py,numpy/core/tests/test_numerictypes.py,numpy/core/tests/test_print.py,numpy/core/tests/test_records.py,numpy/core/tests/test_regression.py,numpy/core/tests/test_scalarmath.py,numpy/core/tests/test_scalarprint.py,numpy/core/tests/test_shape_base.py,numpy/core/tests/test_ufunc.py,numpy/core/tests/test_umath.py,numpy/core/tests/test_umath_complex.py,numpy/core/tests/test_unicode.py,numpy/ctypeslib.py,numpy/distutils/__init__.py,numpy/distutils/__version__.py,numpy/distutils/ccompiler.py,numpy/distutils/command/__init__.py,numpy/distutils/command/autodist.py,numpy/distutils/command/bdist_rpm.py,numpy/distutils/command/build.py,numpy/distutils/command/build_clib.py,numpy/distutils/command/build_ext.py,numpy/distutils/command/build_py.py,numpy/distutils/command/build_scripts.py,numpy/distutils/command/build_src.py,numpy/distutils/command/config.py,numpy/distutils/command/config_compiler.py,numpy/distutils/command/develop.py,numpy/distutils/command/egg_info.py,numpy/distutils/command/install.py,numpy/distutils/command/install_clib.py,numpy/distutils/command/install_data.py,numpy/distutils/command/install_headers.py,numpy/distutils/command/sdist.py,numpy/distutils/compat.py,numpy/distutils/conv_template.py,numpy/distutils/core.py,numpy/distutils/cpuinfo.py,numpy/distutils/environment.py,numpy/distutils/exec_command.py,numpy/distutils/extension.py,numpy/distutils/fcompiler/__init__.py,numpy/distutils/fcompiler/absoft.py,numpy/distutils/fcompiler/compaq.py,numpy/distutils/fcompiler/g95.py,numpy/distutils/fcompiler/gnu.py,numpy/distutils/fcompiler/hpux.py,numpy/distutils/fcompiler/ibm.py,numpy/distutils/fcompiler/intel.py,numpy/distutils/fcompiler/lahey.py,numpy/distutils/fcompiler/mips.py,numpy/distutils/fcompiler/nag.py,numpy/distutils/fcompiler/none.py,numpy/distutils/fcompiler/pathf95.py,numpy/distutils/fcompiler/pg.py,numpy/distutils/fcompiler/sun.py,numpy/distutils/fcompiler/vast.py,numpy/distutils/from_template.py,numpy/distutils/info.py,numpy/distutils/intelccompiler.py,numpy/distutils/interactive.py,numpy/distutils/lib2def.py,numpy/distutils/line_endings.py,numpy/distutils/log.py,numpy/distutils/mingw32ccompiler.py,numpy/distutils/misc_util.py,numpy/distutils/npy_pkg_config.py,numpy/distutils/numpy_distribution.py,numpy/distutils/pathccompiler.py,numpy/distutils/setup.py,numpy/distutils/system_info.py,numpy/distutils/tests/f2py_ext/__init__.py,numpy/distutils/tests/f2py_ext/setup.py,numpy/distutils/tests/f2py_ext/tests/test_fib2.py,numpy/distutils/tests/f2py_f90_ext/__init__.py,numpy/distutils/tests/f2py_f90_ext/setup.py,numpy/distutils/tests/f2py_f90_ext/tests/test_foo.py,numpy/distutils/tests/gen_ext/__init__.py,numpy/distutils/tests/gen_ext/setup.py,numpy/distutils/tests/gen_ext/tests/test_fib3.py,numpy/distutils/tests/pyrex_ext/__init__.py,numpy/distutils/tests/pyrex_ext/setup.py,numpy/distutils/tests/pyrex_ext/tests/test_primes.py,numpy/distutils/tests/setup.py,numpy/distutils/tests/swig_ext/__init__.py,numpy/distutils/tests/swig_ext/setup.py,numpy/distutils/tests/swig_ext/tests/test_example.py,numpy/distutils/tests/swig_ext/tests/test_example2.py,numpy/distutils/tests/test_fcompiler_gnu.py,numpy/distutils/tests/test_fcompiler_intel.py,numpy/distutils/tests/test_misc_util.py,numpy/distutils/tests/test_npy_pkg_config.py,numpy/distutils/unixccompiler.py,numpy/doc/__init__.py,numpy/doc/basics.py,numpy/doc/broadcasting.py,numpy/doc/byteswapping.py,numpy/doc/constants.py,numpy/doc/creation.py,numpy/doc/glossary.py,numpy/doc/howtofind.py,numpy/doc/indexing.py,numpy/doc/internals.py,numpy/doc/io.py,numpy/doc/jargon.py,numpy/doc/methods_vs_functions.py,numpy/doc/misc.py,numpy/doc/performance.py,numpy/doc/structured_arrays.py,numpy/doc/subclassing.py,numpy/doc/ufuncs.py,numpy/dual.py,numpy/f2py/__init__.py,numpy/f2py/__version__.py,numpy/f2py/auxfuncs.py,numpy/f2py/capi_maps.py,numpy/f2py/cb_rules.py,numpy/f2py/cfuncs.py,numpy/f2py/common_rules.py,numpy/f2py/crackfortran.py,numpy/f2py/diagnose.py,numpy/f2py/doc/collectinput.py,numpy/f2py/docs/pytest.py,numpy/f2py/docs/usersguide/setup_example.py,numpy/f2py/f2py2e.py,numpy/f2py/f2py_testing.py,numpy/f2py/f90mod_rules.py,numpy/f2py/func2subr.py,numpy/f2py/info.py,numpy/f2py/rules.py,numpy/f2py/setup.py,numpy/f2py/tests/test_array_from_pyobj.py,numpy/f2py/tests/test_assumed_shape.py,numpy/f2py/tests/test_callback.py,numpy/f2py/tests/test_kind.py,numpy/f2py/tests/test_mixed.py,numpy/f2py/tests/test_return_character.py,numpy/f2py/tests/test_return_complex.py,numpy/f2py/tests/test_return_integer.py,numpy/f2py/tests/test_return_logical.py,numpy/f2py/tests/test_return_real.py,numpy/f2py/tests/test_size.py,numpy/f2py/tests/util.py,numpy/f2py/use_rules.py,numpy/fft/__init__.py,numpy/fft/fftpack.py,numpy/fft/helper.py,numpy/fft/info.py,numpy/fft/setup.py,numpy/fft/tests/test_helper.py,numpy/lib/__init__.py,numpy/lib/_datasource.py,numpy/lib/_iotools.py,numpy/lib/arraypad.py,numpy/lib/arraysetops.py,numpy/lib/arrayterator.py,numpy/lib/financial.py,numpy/lib/format.py,numpy/lib/function_base.py,numpy/lib/index_tricks.py,numpy/lib/info.py,numpy/lib/npyio.py,numpy/lib/polynomial.py,numpy/lib/recfunctions.py,numpy/lib/scimath.py,numpy/lib/setup.py,numpy/lib/shape_base.py,numpy/lib/stride_tricks.py,numpy/lib/tests/test__datasource.py,numpy/lib/tests/test__iotools.py,numpy/lib/tests/test_arraypad.py,numpy/lib/tests/test_arraysetops.py,numpy/lib/tests/test_arrayterator.py,numpy/lib/tests/test_financial.py,numpy/lib/tests/test_format.py,numpy/lib/tests/test_function_base.py,numpy/lib/tests/test_index_tricks.py,numpy/lib/tests/test_io.py,numpy/lib/tests/test_polynomial.py,numpy/lib/tests/test_recfunctions.py,numpy/lib/tests/test_regression.py,numpy/lib/tests/test_shape_base.py,numpy/lib/tests/test_stride_tricks.py,numpy/lib/tests/test_twodim_base.py,numpy/lib/tests/test_type_check.py,numpy/lib/tests/test_ufunclike.py,numpy/lib/tests/test_utils.py,numpy/lib/twodim_base.py,numpy/lib/type_check.py,numpy/lib/ufunclike.py,numpy/lib/user_array.py,numpy/lib/utils.py,numpy/linalg/__init__.py,numpy/linalg/info.py,numpy/linalg/lapack_lite/clapack_scrub.py,numpy/linalg/lapack_lite/fortran.py,numpy/linalg/lapack_lite/make_lite.py,numpy/linalg/linalg.py,numpy/linalg/setup.py,numpy/linalg/tests/test_build.py,numpy/linalg/tests/test_linalg.py,numpy/linalg/tests/test_regression.py,numpy/ma/__init__.py,numpy/ma/bench.py,numpy/ma/core.py,numpy/ma/extras.py,numpy/ma/mrecords.py,numpy/ma/setup.py,numpy/ma/tests/test_core.py,numpy/ma/tests/test_extras.py,numpy/ma/tests/test_mrecords.py,numpy/ma/tests/test_old_ma.py,numpy/ma/tests/test_regression.py,numpy/ma/tests/test_subclassing.py,numpy/ma/testutils.py,numpy/ma/timer_comparison.py,numpy/ma/version.py,numpy/matlib.py,numpy/matrixlib/__init__.py,numpy/matrixlib/defmatrix.py,numpy/matrixlib/setup.py,numpy/matrixlib/tests/test_defmatrix.py,numpy/matrixlib/tests/test_multiarray.py,numpy/matrixlib/tests/test_numeric.py,numpy/matrixlib/tests/test_regression.py,numpy/numarray/__init__.py,numpy/numarray/alter_code1.py,numpy/numarray/alter_code2.py,numpy/numarray/compat.py,numpy/numarray/convolve.py,numpy/numarray/fft.py,numpy/numarray/functions.py,numpy/numarray/image.py,numpy/numarray/linear_algebra.py,numpy/numarray/ma.py,numpy/numarray/matrix.py,numpy/numarray/mlab.py,numpy/numarray/nd_image.py,numpy/numarray/numerictypes.py,numpy/numarray/random_array.py,numpy/numarray/session.py,numpy/numarray/setup.py,numpy/numarray/ufuncs.py,numpy/numarray/util.py,numpy/oldnumeric/__init__.py,numpy/oldnumeric/alter_code1.py,numpy/oldnumeric/alter_code2.py,numpy/oldnumeric/array_printer.py,numpy/oldnumeric/arrayfns.py,numpy/oldnumeric/compat.py,numpy/oldnumeric/fft.py,numpy/oldnumeric/fix_default_axis.py,numpy/oldnumeric/functions.py,numpy/oldnumeric/linear_algebra.py,numpy/oldnumeric/ma.py,numpy/oldnumeric/matrix.py,numpy/oldnumeric/misc.py,numpy/oldnumeric/mlab.py,numpy/oldnumeric/precision.py,numpy/oldnumeric/random_array.py,numpy/oldnumeric/rng.py,numpy/oldnumeric/rng_stats.py,numpy/oldnumeric/setup.py,numpy/oldnumeric/tests/test_oldnumeric.py,numpy/oldnumeric/tests/test_regression.py,numpy/oldnumeric/typeconv.py,numpy/oldnumeric/ufuncs.py,numpy/oldnumeric/user_array.py,numpy/polynomial/__init__.py,numpy/polynomial/polytemplate.py,numpy/polynomial/setup.py,numpy/polynomial/tests/test_printing.py,numpy/random/__init__.py,numpy/random/info.py,numpy/random/mtrand/generate_mtrand_c.py,numpy/random/setup.py,numpy/random/tests/test_random.py,numpy/random/tests/test_regression.py,numpy/setup.py,numpy/testing/__init__.py,numpy/testing/decorators.py,numpy/testing/noseclasses.py,numpy/testing/nosetester.py,numpy/testing/nulltester.py,numpy/testing/numpytest.py,numpy/testing/print_coercion_tables.py,numpy/testing/setup.py,numpy/testing/tests/test_decorators.py,numpy/testing/tests/test_doctesting.py,numpy/testing/tests/test_utils.py,numpy/testing/utils.py,numpy/tests/test_ctypeslib.py,numpy/tests/test_matlib.py,pavement.py,setup.py,setupegg.py,tools/allocation_tracking/setup.py,tools/allocation_tracking/track_allocations.py,tools/c_coverage/c_coverage_report.py,tools/commitstats.py,tools/py3tool.py,tools/test-installed-numpy.py
e12dc1cf32daa3e9f19295e985b640e3a04f96ea,"BUG: initialize op_axes when only itershape is given

In this case, the initialization used the number of dimensions instead
of setting it to NULL for each operand, leading to possible segmentation
faults.
",numpy/core/src/multiarray/nditer_pywrap.c,numpy/core/tests/test_nditer.py
d111fbdc1e7da219e4a30b8abd3f710b57116635,"Merge pull request #3099 from charris/2to3-methodattrs

2to3: Apply `methodattrs` fixes.",numpy/compat/_inspect.py,numpy/distutils/mingw32ccompiler.py,numpy/lib/utils.py,numpy/testing/noseclasses.py
0a5746d3c22cf296b995476bdc473a4423d7a84d,"2to3: Apply `methodattrs` fixes.

Replaces old style `f.im_func` and `f.im_class` method attributes
with `f.__func__` and `f.__class__`. Closes #3070.
",numpy/compat/_inspect.py,numpy/distutils/mingw32ccompiler.py,numpy/lib/utils.py,numpy/testing/noseclasses.py
3c13c0a925276130d66be490eed4ae337712cce2,"Merge pull request #3056 from charris/2to3-filter

2to3: Apply `filter` fixes. Closes #3053.",numpy/_import_tools.py,numpy/distutils/command/build_py.py,numpy/distutils/command/build_src.py,numpy/distutils/misc_util.py,numpy/distutils/system_info.py,numpy/f2py/f2py2e.py,numpy/testing/utils.py,setup.py
02cfcb99bc976a0bfc39529999e2a0200fb9cc2a,"Merge branch '2to3-raise'

Use modern raise syntax for python 3 compatibility.

* 2to3-raise:
  2to3: Apply `raise` fixes. Closes #3077.
",doc/numpybook/comparison/weave/filter.py,doc/numpybook/comparison/weave/inline.py,numpy/core/code_generators/generate_numpy_api.py,numpy/core/records.py,numpy/f2py/auxfuncs.py,numpy/lib/polynomial.py,numpy/ma/extras.py,numpy/ma/mrecords.py,numpy/oldnumeric/arrayfns.py,numpy/oldnumeric/random_array.py,numpy/oldnumeric/rng.py,tools/osxbuild/install_and_test.py
3655b732bd08022dab8498b44191d6c4049bc7a8,"2to3: Apply `raise` fixes. Closes #3077.

Replaces the

    raise Exception, msg:

form with

    raise Exception(msg):
",doc/numpybook/comparison/weave/filter.py,doc/numpybook/comparison/weave/inline.py,numpy/core/code_generators/generate_numpy_api.py,numpy/core/records.py,numpy/f2py/auxfuncs.py,numpy/lib/polynomial.py,numpy/ma/extras.py,numpy/ma/mrecords.py,numpy/oldnumeric/arrayfns.py,numpy/oldnumeric/random_array.py,numpy/oldnumeric/rng.py,tools/osxbuild/install_and_test.py
d1e692d70da7532b02d752d0842987333bd76c70,"Merge pull request #3101 from charris/remove-benchmarks

REM: Remove benchmarks files.",benchmarks/benchmark.py,benchmarks/casting.py,benchmarks/creating.py,benchmarks/simpleindex.py,benchmarks/sorting.py
d1b5ea9307f2d17a13d4497d8e9516587964ccd7,"Merge pull request #3097 from charris/2to3-sys_exc

2to3: Apply `sys_exc` fixes. Closes #3086.",numpy/distutils/cpuinfo.py,numpy/f2py/diagnose.py
48df79673f81a8421421233e26f663f260bcebfd,"Merge pull request #2967 from sbyrnes321/master

DOC -- add another paragraph note to ndarray.view docs",numpy/add_newdocs.py,numpy/ma/core.py
5ce8e28a97210fac9f244e79c186433cd373999d,"Merge pull request #2988 from ewmoore/methdot2697

BUG: gh-2687 make multiarray dot method accept out array and keyword args",numpy/core/src/multiarray/methods.c,numpy/core/tests/test_multiarray.py
629a2d4daa376e5639ad5106289c77b8137f9f15,"Merge branch 'enh-numpydoc'

There were some conflicts with the 2to3 work in numpy. I think I got the
fixes right.

* enh-numpydoc:
  DOC: fix doc/source/conf.py to work with Python 3
  BUG: numpydoc: check that it works with sub-classes
  TST: numpydoc: more class tests
  BUG: numpydoc: fix bugs in attribute docstring extraction + improve presentation
  TST: numpydoc: add stub test files, to check that files at least import
  MAINT: always use plot directive from Matplotlib, and prefer Sphinx linkcode
  ENH: numpydoc: Python 2 & 3 in single codebase, restructure as a package
  ENH: numpydoc: deal with duplicated signatures
  DOC: numpydoc/linkcode: mention that the extension will be in Sphinx upstream
  BUG: numpydoc/linkcode: do not detect linkcode config changes

Conflicts:
	doc/sphinxext/numpydoc/docscrape.py
	doc/sphinxext/numpydoc/docscrape_sphinx.py
	doc/sphinxext/numpydoc/linkcode.py
	doc/sphinxext/numpydoc/phantom_import.py
	doc/sphinxext/numpydoc/traitsdoc.py
",doc/source/conf.py,doc/sphinxext/MANIFEST.in,doc/sphinxext/__init__.py,doc/sphinxext/numpydoc/__init__.py,doc/sphinxext/{,doc/sphinxext/{,doc/sphinxext/{,doc/sphinxext/{,doc/sphinxext/{,doc/sphinxext/{,doc/sphinxext/{,doc/sphinxext/{,doc/sphinxext/{,doc/sphinxext/numpydoc/tests/test_linkcode.py,doc/sphinxext/numpydoc/tests/test_phantom_import.py,doc/sphinxext/numpydoc/tests/test_plot_directive.py,doc/sphinxext/numpydoc/tests/test_traitsdoc.py,doc/sphinxext/{,doc/sphinxext/setup.py
d1e6fc3b81bc0557d74771cfffa04af2c62012f7,"REM: Remove benchmarks files.

The files are very basic, old benchmarks testing numpy against numeric
and numarray. The competitors are almost defunct and, while benchmarks
are awesome, we really need a more polished and complete framework that
runs against the current competition. I think the early results from
these benchmarks were posted, maybe even presented, and could be found
in a search.

Closes #3088 ;) So old a tuple parameter was used.
",benchmarks/benchmark.py,benchmarks/casting.py,benchmarks/creating.py,benchmarks/simpleindex.py,benchmarks/sorting.py
9da706c1fb01a324e4a42760fbceeef78af3e2bc,"2to3: Apply `sys_exc` fixes. Closes #3086.

This uses sys.exc_info in place of sys.exc_value. The new function
goes back to at least 2002, so should be safe.
",numpy/distutils/cpuinfo.py,numpy/f2py/diagnose.py
0e4e5084e1e4a2fb369db5b4f43c500c3a9cbcd8,"BUG: Fix `not a in ...` to `a not in ...`.

Also break regular expression compiles out of the loop.
",numpy/f2py/f2py2e.py
9a73697c70e667c4655a01d3f76e5a9e850f1798,"REF: Replace filters with list comprehensions.

2to3 does a lot of list(filter(...)) sort of thing which can be
avoided by using list comprehensions instead of filters. This
also seems to clarify the code to a considerable degree.
",numpy/distutils/command/build_py.py,numpy/distutils/misc_util.py,numpy/distutils/system_info.py,numpy/f2py/f2py2e.py,numpy/testing/utils.py
4b361f62be7f750dc385d0b7dc7529ad9af5e4ea,"Merge pull request #3047 from charris/2to3-callable

2to3: Fix callable.",doc/sphinxext/docscrape.py,doc/sphinxext/docscrape_sphinx.py,doc/sphinxext/linkcode.py,doc/sphinxext/numpydoc.py,doc/sphinxext/traitsdoc.py,doc/summarize.py,numpy/core/numeric.py,numpy/core/tests/test_records.py,numpy/lib/function_base.py,numpy/matrixlib/tests/test_defmatrix.py,numpy/testing/decorators.py
e1c7c4df0c7afb0baff683c7e3a1f4b205d6e572,"Merge pull request #3059 from charris/2to3-funcattrs

2to3: Apply `funcattrs` fixer. Closes #3058.",doc/sphinxext/phantom_import.py,numpy/compat/_inspect.py,numpy/distutils/command/build_src.py,numpy/distutils/mingw32ccompiler.py,numpy/distutils/misc_util.py,numpy/lib/utils.py,numpy/testing/noseclasses.py
2cb5021f2110f7e24a6a30a3a0af8336f46fb621,"Merge pull request #3049 from charris/2to3-exec

2to3: apply exec fixer results.",doc/numpybook/runcode.py,doc/sphinxext/plot_directive.py,numpy/_import_tools.py,numpy/f2py/tests/test_array_from_pyobj.py,numpy/lib/function_base.py,numpy/numarray/session.py,numpy/polynomial/chebyshev.py,numpy/polynomial/hermite.py,numpy/polynomial/hermite_e.py,numpy/polynomial/laguerre.py,numpy/polynomial/legendre.py,numpy/polynomial/polynomial.py,numpy/testing/numpytest.py,numpy/testing/utils.py
ceca28d920225715870d0a83394385e320d1bb22,"Merge pull request #3055 from charris/2to3-execfile

2to3: apply `execfile` fixer results.",setupegg.py
80af580d76cbd18a5c91851d8b404636d8acd2a9,"2to3: Apply `funcattrs` fixer. Closes #3058.

This replaces the `b.func_xxxx` with newer `__xxxx__` attribute names
For example, `f.__name__`  replaces `f.func_name`
",doc/sphinxext/phantom_import.py,numpy/compat/_inspect.py,numpy/distutils/command/build_src.py,numpy/distutils/mingw32ccompiler.py,numpy/distutils/misc_util.py,numpy/lib/utils.py,numpy/testing/noseclasses.py
b990ed5a18b58715fa1e13642bc7f6761e597818,"2to3: Apply `filter` fixes. Closes #3053.

Generally, this involves using list comprehension, or explicit list
construction as `filter` is an iterator in Python 3.
",numpy/_import_tools.py,numpy/distutils/command/build_py.py,numpy/distutils/command/build_src.py,numpy/distutils/misc_util.py,numpy/distutils/system_info.py,numpy/f2py/f2py2e.py,numpy/testing/utils.py,setup.py
36e979c465150b1846f37f1811b86f63f9d1e085,"2to3: apply `execfile` fixer results.

The execfile command is gone in Python 3. The fix is to read the file,
then compile and exec the result.
",setupegg.py
2429298dd8ddf797c3c89e65eb8a9b9e8f72a299,"2to3: apply exec fixer results.

This changes the `exec` command to the `exec` function.
",doc/numpybook/runcode.py,doc/sphinxext/plot_directive.py,numpy/_import_tools.py,numpy/f2py/tests/test_array_from_pyobj.py,numpy/lib/function_base.py,numpy/numarray/session.py,numpy/polynomial/chebyshev.py,numpy/polynomial/hermite.py,numpy/polynomial/hermite_e.py,numpy/polynomial/laguerre.py,numpy/polynomial/legendre.py,numpy/polynomial/polynomial.py,numpy/testing/numpytest.py,numpy/testing/utils.py
dd13084557f46343b9fac0c02725a826d0ca397b,"2to3: Fix callable.
",doc/sphinxext/docscrape.py,doc/sphinxext/docscrape_sphinx.py,doc/sphinxext/linkcode.py,doc/sphinxext/numpydoc.py,doc/sphinxext/traitsdoc.py,doc/summarize.py,numpy/core/numeric.py,numpy/core/tests/test_records.py,numpy/lib/function_base.py,numpy/matrixlib/tests/test_defmatrix.py,numpy/testing/decorators.py
0934653e151969f6912c911b5113306bd5f450f1,"Merge pull request #2950 from seberg/issue-2949

BUG: Fix strides of trailing 1s when reshaping",numpy/core/src/multiarray/shape.c,numpy/core/tests/test_regression.py
22decf9edf44617056055434093b621602a9f5f8,"Merge pull request #3027 from charris/2to3-remove-has_key-update

2to3: Remove `has_key` use that was missed.",doc/sphinxext/docscrape.py,doc/sphinxext/plot_directive.py
e84885aa39057235a8cb53558f05a07cb6da4965,"Merge pull request #3028 from charris/2to3-except-update

2to3: Update `except Exception, msg:` syntax in files not in numpy/ .",benchmarks/benchmark.py,doc/sphinxext/docscrape.py,doc/sphinxext/plot_directive.py,pavement.py,tools/osxbuild/build.py,tools/win32build/build.py,tools/win32build/prepare_bootstrap.py
046d0575d0c052c9012221f36c3a2d0ccf34abb5,"2to3: Remove `has_key` use that was missed.

The files not in the numpy/ directory were missed. This gets them
all (I hope).
",doc/sphinxext/docscrape.py,doc/sphinxext/plot_directive.py
c6397ba59fba25989b0ba37ad8267325757f1dcd,"2to3: Updata `except Exception, msg:` syntax in files not in numpy/ .

This should finish the updating of the exception syntax.
",benchmarks/benchmark.py,doc/sphinxext/docscrape.py,doc/sphinxext/plot_directive.py,pavement.py,tools/osxbuild/build.py,tools/win32build/build.py,tools/win32build/prepare_bootstrap.py
208072f817ac14f041569f0123d3434bc9e0daba,"Merge pull request #2943 from rgommers/bento-ini-files

BUG: npy-pkg-config ini files were missing after Bento build.",numpy/core/bscript
9d8722b5bc76ecb2fe74a8e8dd3a7b1c2c83985b,"DOC: fix doc/source/conf.py to work with Python 3
",doc/source/conf.py
e1f0c1bbac9e0e472d8bad1793a9b5edc9e4f466,"Merge pull request #3020 from charris/2to3-remove-has_key

2to3: Change use 'has_key' to 'key in'.",numpy/distutils/npy_pkg_config.py
a369522a3920b6ef204f9b119c957b49843c03d7,"Merge pull request #3023 from charris/2to3-except

2to3: Use modern exception syntax.",numpy/_import_tools.py,numpy/build_utils/waf.py,numpy/core/tests/test_half.py,numpy/core/tests/test_machar.py,numpy/core/tests/test_nditer.py,numpy/core/tests/test_numeric.py,numpy/core/tests/test_print.py,numpy/core/tests/test_regression.py,numpy/ctypeslib.py,numpy/distutils/interactive.py,numpy/distutils/system_info.py,numpy/f2py/capi_maps.py,numpy/f2py/crackfortran.py,numpy/f2py/diagnose.py,numpy/f2py/f2py2e.py,numpy/f2py/tests/test_array_from_pyobj.py,numpy/f2py/tests/util.py,numpy/lib/format.py,numpy/lib/tests/test__datasource.py,numpy/lib/tests/test_io.py,numpy/lib/utils.py,numpy/linalg/tests/test_linalg.py,numpy/ma/core.py,numpy/testing/numpytest.py,numpy/testing/utils.py,numpy/tests/test_ctypeslib.py
705bf928e1256a06019c75ee945370fbe89cdde7,"2to3: Use modern exception syntax.

Example:  except ValueError,msg: -> except ValueError as msg:
",numpy/_import_tools.py,numpy/build_utils/waf.py,numpy/core/tests/test_half.py,numpy/core/tests/test_machar.py,numpy/core/tests/test_nditer.py,numpy/core/tests/test_numeric.py,numpy/core/tests/test_print.py,numpy/core/tests/test_regression.py,numpy/ctypeslib.py,numpy/distutils/interactive.py,numpy/distutils/system_info.py,numpy/f2py/capi_maps.py,numpy/f2py/crackfortran.py,numpy/f2py/diagnose.py,numpy/f2py/f2py2e.py,numpy/f2py/tests/test_array_from_pyobj.py,numpy/f2py/tests/util.py,numpy/lib/format.py,numpy/lib/tests/test__datasource.py,numpy/lib/tests/test_io.py,numpy/lib/utils.py,numpy/linalg/tests/test_linalg.py,numpy/ma/core.py,numpy/testing/numpytest.py,numpy/testing/utils.py,numpy/tests/test_ctypeslib.py
93c4db01bd10262523339822063be771615a9e62,"2to3: Change use 'has_key' to 'key in'.

Part of the 2to3 project.
",numpy/distutils/npy_pkg_config.py
a226daa75816577ac9c734133e600e5eebd9aaa9,"BUG: Choose a more unique PY_ARRAY_UNIQUE_SYMBOL in f2py.

In a few exceptional cases where symbols are shared between different
Python modules the use of `PyArray_API` in f2py (fortranobject.h)
conflicts with the regular use of the same symbol in the multiarray
module. Generally the symptom of this conflicting use is a segfault
when importing a f2py'ed module. This occurs because the module init
code somehow overwrites the first element of `PyArray_API` with the
location of `PyArray_API`, causing a crash when
`PyArray_GetNDArrayCVersion` is called.

Closes gh-2521.
",numpy/f2py/src/fortranobject.h
6de7a4be70c894e3d63ac952bd20a74c171e6413,"Merge pull request #3002 from seberg/issue-3001

